415 ms ; init
42729350 ms ; SW4 ;has been pressed
42729731 ms ; SW3 ;has been pressed
42729990 ms ; SW2 ;has been pressed
42730536 ms ; SW4 ;has been pressed
42731022 ms ; SW1 ;has been pressed
42731940 ms ; SW2 ;has been pressed
42732377 ms ; SW3 ;has been pressed
42732730 ms ; SW4 ;has been pressed
42732852 ms ; SW4 ;has been pressed
42733022 ms ; SW2 ;has been pressed
42733143 ms ; SW3 ;has been pressed
42733481 ms ; SW4 ;has been pressed
42733503 ms ; SW1 ;has been pressed
42733810 ms ; SW3 ;has been pressed
42733832 ms ; SW4 ;has been pressed
42734075 ms ; SW1 ;has been pressed
42734373 ms ; SW4 ;has been pressed
42734830 ms ; SW1 ;has been pressed
42735052 ms ; SW1 ;has been pressed
42735277 ms ; SW1 ;has been pressed
42737269 ms ; SW2 ;has been pressed
42791453 ms ; SW4 ;has been pressed and the led UV has activate
42792202 ms ; SW4 ;has been pressed
42823513 ms ; SW2 ;has been pressed
42823671 ms ; SW4 ;has been pressed
42824655 ms ; SW3 ;has been pressed
42827636 ms ; SW3 ;has been pressed
42827666 ms ; SW1 ;has been pressed
42839554 ms ; SW2 ;has been pressed
42839683 ms ; SW2 ;has been pressed
42845925 ms ; SW1 ;has been pressed
42847478 ms ; SW4 ;has been pressed
42847925 ms ; SW4 ;has been pressed
43009410 ms ; SW3 ;has been pressed
43009762 ms ; SW4 ;has been pressed
43010238 ms ; SW2 ;has been pressed
43010360 ms ; SW2 ;has been pressed
43010716 ms ; SW1 ;has been pressed and the led UV has activate
43071947 ms ; SW2 ;has been pressed
43072069 ms ; SW2 ;has been pressed
43072237 ms ; SW2 ;has been pressed
43072387 ms ; SW2 ;has been pressed
43072743 ms ; SW1 ;has been pressed
43072946 ms ; SW1 ;has been pressed
43124175 ms ; SW3 ;has been pressed
43124455 ms ; SW4 ;has been pressed
43124868 ms ; SW3 ;has been pressed
43125428 ms ; SW4 ;has been pressed
43125449 ms ; SW1 ;has been pressed
43125571 ms ; SW4 ;has been pressed
43125810 ms ; SW4 ;has been pressed
43126032 ms ; SW1 ;has been pressed
43126053 ms ; SW2 ;has been pressed and the led UV has activate
43126332 ms ; SW4 ;has been pressed
43126608 ms ; SW4 ;has been pressed
43126900 ms ; SW4 ;has been pressed
43127175 ms ; SW4 ;has been pressed
43127477 ms ; SW4 ;has been pressed
43186172 ms ; SW1 ;has been pressed
43186538 ms ; SW2 ;has been pressed
43186659 ms ; SW4 ;has been pressed
43186932 ms ; SW2 ;has been pressed
43187276 ms ; SW3 ;has been pressed
43187599 ms ; SW4 ;has been pressed
43187721 ms ; SW2 ;has been pressed
43188016 ms ; SW3 ;has been pressed
43188037 ms ; SW1 ;has been pressed
43188827 ms ; SW4 ;has been pressed
43188858 ms ; SW1 ;has been pressed
43189313 ms ; SW2 ;has been pressed
43190134 ms ; SW2 ;has been pressed
43190829 ms ; SW2 ;has been pressed
43191750 ms ; SW3 ;has been pressed
43191946 ms ; SW2 ;has been pressed
43192095 ms ; SW3 ;has been pressed
43192331 ms ; SW2 ;has been pressed
43193743 ms ; SW4 ;has been pressed
43193981 ms ; SW1 ;has been pressed
43222860 ms ; SW3 ;has been pressed and the led UV has activate
43310316 ms ; SW4 ;has been pressed
43311112 ms ; SW4 ;has been pressed
43311234 ms ; SW4 ;has been pressed
43311840 ms ; SW3 ;has been pressed
43312416 ms ; SW3 ;has been pressed
43312737 ms ; SW3 ;has been pressed
43313766 ms ; SW1 ;has been pressed
43314423 ms ; SW2 ;has been pressed
43340092 ms ; SW4 ;has been pressed and the led UV has activate
43341671 ms ; SW4 ;has been pressed
43342143 ms ; SW4 ;has been pressed
43343123 ms ; SW3 ;has been pressed
43343601 ms ; SW3 ;has been pressed
43344092 ms ; SW3 ;has been pressed
43344701 ms ; SW3 ;has been pressed
43345474 ms ; SW2 ;has been pressed
43346236 ms ; SW2 ;has been pressed
43346762 ms ; SW2 ;has been pressed
43347540 ms ; SW1 ;has been pressed
43348126 ms ; SW1 ;has been pressed
43352924 ms ; SW1 ;has been pressed
43353356 ms ; SW3 ;has been pressed
43353571 ms ; SW1 ;has been pressed
43353922 ms ; SW1 ;has been pressed
43354091 ms ; SW3 ;has been pressed
43354213 ms ; SW1 ;has been pressed
43422086 ms ; SW2 ;has been pressed
43422210 ms ; SW2 ;has been pressed
43423362 ms ; SW3 ;has been pressed
43423439 ms ; SW1 ;has been pressed
43425406 ms ; SW1 ;has been pressed
43425947 ms ; SW3 ;has been pressed
43443740 ms ; SW3 ;has been pressed
43444280 ms ; SW3 ;has been pressed
43444533 ms ; SW3 ;has been pressed
43444875 ms ; SW3 ;has been pressed
43445281 ms ; SW4 ;has been pressed
43446036 ms ; SW2 ;has been pressed
43446726 ms ; SW1 ;has been pressed and the led UV has activate
43492360 ms ; SW4 ;has been pressed
43492631 ms ; SW4 ;has been pressed
43492862 ms ; SW4 ;has been pressed
43493121 ms ; SW4 ;has been pressed
43493628 ms ; SW3 ;has been pressed
43493899 ms ; SW3 ;has been pressed
43503869 ms ; SW3 ;has been pressed
43504270 ms ; SW4 ;has been pressed
43504683 ms ; SW2 ;has been pressed
43505081 ms ; SW1 ;has been pressed
43520970 ms ; SW1 ;has been pressed
43521473 ms ; SW2 ;has been pressed
43521997 ms ; SW3 ;has been pressed
43522407 ms ; SW4 ;has been pressed
43522816 ms ; SW3 ;has been pressed
43523058 ms ; SW3 ;has been pressed
43523301 ms ; SW2 ;has been pressed
43523746 ms ; SW1 ;has been pressed
43523979 ms ; SW1 ;has been pressed
43524193 ms ; SW2 ;has been pressed
43524583 ms ; SW3 ;has been pressed
43538818 ms ; SW2 ;has been pressed and the led UV has activate
43585207 ms ; SW2 ;has been pressed
43585344 ms ; SW2 ;has been pressed
43585366 ms ; SW3 ;has been pressed
43586633 ms ; SW4 ;has been pressed
43586655 ms ; SW1 ;has been pressed
43587214 ms ; SW2 ;has been pressed
43587251 ms ; SW3 ;has been pressed
43588644 ms ; SW3 ;has been pressed
43588938 ms ; SW1 ;has been pressed
43589212 ms ; SW4 ;has been pressed
43589460 ms ; SW2 ;has been pressed
43589738 ms ; SW3 ;has been pressed
43592091 ms ; SW4 ;has been pressed
43592639 ms ; SW3 ;has been pressed
43592906 ms ; SW2 ;has been pressed
43593028 ms ; SW3 ;has been pressed
43593353 ms ; SW1 ;has been pressed
43593383 ms ; SW4 ;has been pressed
43593505 ms ; SW4 ;has been pressed
43593860 ms ; SW2 ;has been pressed
43594209 ms ; SW2 ;has been pressed
43651347 ms ; SW1 ;has been pressed
43653102 ms ; SW2 ;has been pressed
43654882 ms ; SW3 ;has been pressed and the led UV has activate
43656413 ms ; SW3 ;has been pressed
43665114 ms ; SW4 ;has been pressed
43665234 ms ; SW4 ;has been pressed
43665256 ms ; SW2 ;has been pressed
43665723 ms ; SW3 ;has been pressed
43678236 ms ; SW3 ;has been pressed
43685750 ms ; SW2 ;has been pressed
43686774 ms ; SW3 ;has been pressed
43687758 ms ; SW2 ;has been pressed
43692655 ms ; SW3 ;has been pressed
43694813 ms ; SW1 ;has been pressed
43695354 ms ; SW1 ;has been pressed
43696750 ms ; SW3 ;has been pressed
43697349 ms ; SW3 ;has been pressed
43697474 ms ; SW3 ;has been pressed
43697872 ms ; SW3 ;has been pressed
43697916 ms ; SW4 ;has been pressed
43698226 ms ; SW4 ;has been pressed
43698692 ms ; SW4 ;has been pressed
43699916 ms ; SW3 ;has been pressed
43700038 ms ; SW3 ;has been pressed
43714613 ms ; SW1 ;has been pressed
43714970 ms ; SW2 ;has been pressed
43715092 ms ; SW2 ;has been pressed
43715368 ms ; SW2 ;has been pressed
43715548 ms ; SW3 ;has been pressed
43716050 ms ; SW1 ;has been pressed
43716080 ms ; SW3 ;has been pressed
43716207 ms ; SW3 ;has been pressed
43716630 ms ; SW3 ;has been pressed
43717017 ms ; SW2 ;has been pressed
43717556 ms ; SW4 ;has been pressed
43717577 ms ; SW1 ;has been pressed
43717698 ms ; SW4 ;has been pressed
43718868 ms ; SW4 ;has been pressed
43719712 ms ; SW3 ;has been pressed
43719734 ms ; SW2 ;has been pressed
43720077 ms ; SW3 ;has been pressed
43720098 ms ; SW2 ;has been pressed
43720286 ms ; SW2 ;has been pressed
43720407 ms ; SW3 ;has been pressed
43720560 ms ; SW2 ;has been pressed
43720837 ms ; SW2 ;has been pressed
43720879 ms ; SW3 ;has been pressed
43721031 ms ; SW2 ;has been pressed
43721152 ms ; SW3 ;has been pressed
43721274 ms ; SW2 ;has been pressed
43721395 ms ; SW3 ;has been pressed
43721958 ms ; SW2 ;has been pressed
43722020 ms ; SW3 ;has been pressed
43722280 ms ; SW2 ;has been pressed
43722302 ms ; SW3 ;has been pressed
43723095 ms ; SW1 ;has been pressed
43723423 ms ; SW2 ;has been pressed
43723545 ms ; SW2 ;has been pressed
43723737 ms ; SW2 ;has been pressed
43724080 ms ; SW2 ;has been pressed
43724200 ms ; SW2 ;has been pressed
43724967 ms ; SW2 ;has been pressed
43726202 ms ; SW2 ;has been pressed
43726594 ms ; SW2 ;has been pressed
43726737 ms ; SW2 ;has been pressed
43727702 ms ; SW2 ;has been pressed
43731518 ms ; SW2 ;has been pressed
43731547 ms ; SW4 ;has been pressed
43731567 ms ; SW1 ;has been pressed
43731589 ms ; SW3 ;has been pressed
43733297 ms ; SW3 ;has been pressed
43733318 ms ; SW2 ;has been pressed
43769379 ms ; SW4 ;has been pressed and the led UV has activate
43780810 ms ; SW3 ;has been pressed
43857373 ms ; SW1 ;has been pressed
43857740 ms ; SW1 ;has been pressed
43857996 ms ; SW2 ;has been pressed
43858932 ms ; SW4 ;has been pressed
43859502 ms ; SW3 ;has been pressed
43859991 ms ; SW4 ;has been pressed
43860180 ms ; SW3 ;has been pressed
43860532 ms ; SW3 ;has been pressed
43860950 ms ; SW3 ;has been pressed
43861427 ms ; SW3 ;has been pressed
43864783 ms ; SW1 ;has been pressed and the led UV has activate
43865795 ms ; SW2 ;has been pressed
43866673 ms ; SW1 ;has been pressed
43867117 ms ; SW2 ;has been pressed
43867337 ms ; SW4 ;has been pressed
43894928 ms ; SW2 ;has been pressed
43895194 ms ; SW2 ;has been pressed
43895854 ms ; SW2 ;has been pressed
43895981 ms ; SW3 ;has been pressed
43896892 ms ; SW3 ;has been pressed
43897247 ms ; SW1 ;has been pressed
43897304 ms ; SW3 ;has been pressed
43897530 ms ; SW1 ;has been pressed
43897826 ms ; SW1 ;has been pressed
43898336 ms ; SW4 ;has been pressed
43898733 ms ; SW1 ;has been pressed
43898968 ms ; SW1 ;has been pressed
43898988 ms ; SW4 ;has been pressed
43920896 ms ; SW1 ;has been pressed
43920923 ms ; SW4 ;has been pressed
43921162 ms ; SW3 ;has been pressed
43921436 ms ; SW4 ;has been pressed
43921542 ms ; SW3 ;has been pressed
44005964 ms ; SW1 ;has been pressed
44006711 ms ; SW1 ;has been pressed
44007200 ms ; SW2 ;has been pressed and the led UV has activate
44013887 ms ; SW2 ;has been pressed
44014167 ms ; SW2 ;has been pressed
44014364 ms ; SW2 ;has been pressed
44014573 ms ; SW2 ;has been pressed
44014774 ms ; SW2 ;has been pressed
44014999 ms ; SW2 ;has been pressed
44016063 ms ; SW2 ;has been pressed
44016556 ms ; SW2 ;has been pressed
44017175 ms ; SW2 ;has been pressed
44017952 ms ; SW2 ;has been pressed
44018086 ms ; SW2 ;has been pressed
44018208 ms ; SW2 ;has been pressed
44018345 ms ; SW2 ;has been pressed
44018472 ms ; SW2 ;has been pressed
44018594 ms ; SW2 ;has been pressed
44018731 ms ; SW2 ;has been pressed
44018879 ms ; SW2 ;has been pressed
44019008 ms ; SW2 ;has been pressed
44019189 ms ; SW2 ;has been pressed
44019352 ms ; SW2 ;has been pressed
44019524 ms ; SW2 ;has been pressed
44019645 ms ; SW2 ;has been pressed
44064362 ms ; SW1 ;has been pressed
44064909 ms ; SW1 ;has been pressed
44065382 ms ; SW1 ;has been pressed
44065885 ms ; SW1 ;has been pressed
44066375 ms ; SW1 ;has been pressed
44066819 ms ; SW1 ;has been pressed
44091114 ms ; SW3 ;has been pressed
44091365 ms ; SW3 ;has been pressed
44091594 ms ; SW3 ;has been pressed
44091909 ms ; SW4 ;has been pressed
44093602 ms ; SW1 ;has been pressed
44094548 ms ; SW1 ;has been pressed
44174442 ms ; SW3 ;has been pressed and the led UV has activate
44193147 ms ; SW2 ;has been pressed
44193272 ms ; SW2 ;has been pressed
44193954 ms ; SW1 ;has been pressed
44194203 ms ; SW3 ;has been pressed
44194465 ms ; SW2 ;has been pressed
44194734 ms ; SW4 ;has been pressed
44194994 ms ; SW2 ;has been pressed
44195314 ms ; SW3 ;has been pressed
44195509 ms ; SW1 ;has been pressed
44196215 ms ; SW1 ;has been pressed
44296559 ms ; SW4 ;has been pressed and the led UV has activate
44296781 ms ; SW4 ;has been pressed
44297007 ms ; SW4 ;has been pressed
44297128 ms ; SW4 ;has been pressed
44313771 ms ; SW1 ;has been pressed
44313984 ms ; SW1 ;has been pressed
44315370 ms ; SW4 ;has been pressed
44317012 ms ; SW4 ;has been pressed
44318114 ms ; SW2 ;has been pressed
44318236 ms ; SW2 ;has been pressed
44318431 ms ; SW3 ;has been pressed
44318775 ms ; SW2 ;has been pressed
44319548 ms ; SW1 ;has been pressed
45564261 ms ; SW1 ;has been pressed and the led UV has activate
45565615 ms ; SW3 ;has been pressed
45698068 ms ; SW3 ;has been pressed
45699927 ms ; SW3 ;has been pressed
45701182 ms ; SW1 ;has been pressed
45709946 ms ; SW2 ;has been pressed and the led UV has activate
45710413 ms ; SW2 ;has been pressed
45710550 ms ; SW2 ;has been pressed
45710911 ms ; SW1 ;has been pressed
45711216 ms ; SW1 ;has been pressed
45712652 ms ; SW3 ;has been pressed
45712862 ms ; SW1 ;has been pressed
45713453 ms ; SW1 ;has been pressed
45713838 ms ; SW1 ;has been pressed
45714189 ms ; SW1 ;has been pressed
45714560 ms ; SW2 ;has been pressed
45714704 ms ; SW2 ;has been pressed
45714932 ms ; SW2 ;has been pressed
45715072 ms ; SW2 ;has been pressed
45716634 ms ; SW4 ;has been pressed
45717253 ms ; SW3 ;has been pressed
45717712 ms ; SW2 ;has been pressed
45718002 ms ; SW2 ;has been pressed
45718241 ms ; SW2 ;has been pressed
45718406 ms ; SW2 ;has been pressed
45719562 ms ; SW1 ;has been pressed
45720666 ms ; SW1 ;has been pressed
46082673 ms ; SW3 ;has been pressed and the led UV has activate
46082898 ms ; SW3 ;has been pressed
46083108 ms ; SW3 ;has been pressed
46084131 ms ; SW4 ;has been pressed
46084253 ms ; SW4 ;has been pressed
46084955 ms ; SW3 ;has been pressed
46085396 ms ; SW3 ;has been pressed
46085745 ms ; SW3 ;has been pressed
46086112 ms ; SW3 ;has been pressed
46089762 ms ; SW3 ;has been pressed
46117344 ms ; SW2 ;has been pressed
46117465 ms ; SW2 ;has been pressed
46117486 ms ; SW3 ;has been pressed
46117963 ms ; SW2 ;has been pressed
46118133 ms ; SW2 ;has been pressed
46118890 ms ; SW1 ;has been pressed
46119447 ms ; SW4 ;has been pressed
46122413 ms ; SW2 ;has been pressed
46122434 ms ; SW3 ;has been pressed
46122592 ms ; SW2 ;has been pressed
46122967 ms ; SW1 ;has been pressed
46122987 ms ; SW4 ;has been pressed
46125721 ms ; SW1 ;has been pressed
46126043 ms ; SW1 ;has been pressed
46126078 ms ; SW4 ;has been pressed
46126344 ms ; SW1 ;has been pressed
46126623 ms ; SW2 ;has been pressed
46126645 ms ; SW4 ;has been pressed
46127285 ms ; SW3 ;has been pressed
46127407 ms ; SW3 ;has been pressed
46127428 ms ; SW2 ;has been pressed
46272184 ms ; SW3 ;has been pressed
46273334 ms ; SW4 ;has been pressed and the led UV has activate
46276080 ms ; SW4 ;has been pressed
46285871 ms ; SW4 ;has been pressed
46286617 ms ; SW4 ;has been pressed
46288297 ms ; SW2 ;has been pressed
46288645 ms ; SW2 ;has been pressed
46292510 ms ; SW2 ;has been pressed
46292532 ms ; SW3 ;has been pressed
46304488 ms ; SW4 ;has been pressed
46305252 ms ; SW4 ;has been pressed
46305774 ms ; SW4 ;has been pressed
46306167 ms ; SW4 ;has been pressed
46306509 ms ; SW4 ;has been pressed
46311570 ms ; SW4 ;has been pressed
46311961 ms ; SW4 ;has been pressed
46312286 ms ; SW4 ;has been pressed
46312502 ms ; SW4 ;has been pressed
46312721 ms ; SW4 ;has been pressed
46312934 ms ; SW4 ;has been pressed
46313145 ms ; SW4 ;has been pressed
46313351 ms ; SW4 ;has been pressed
46313555 ms ; SW4 ;has been pressed
46313772 ms ; SW4 ;has been pressed
46314019 ms ; SW4 ;has been pressed
46314243 ms ; SW4 ;has been pressed
46314458 ms ; SW4 ;has been pressed
46314681 ms ; SW4 ;has been pressed
46314892 ms ; SW4 ;has been pressed
46315133 ms ; SW4 ;has been pressed
46315355 ms ; SW4 ;has been pressed
46316483 ms ; SW4 ;has been pressed
46416014 ms ; SW1 ;has been pressed and the led UV has activate
46416324 ms ; SW3 ;has been pressed
46522605 ms ; SW2 ;has been pressed and the led UV has activate
46522877 ms ; SW2 ;has been pressed
46523689 ms ; SW2 ;has been pressed
46523813 ms ; SW2 ;has been pressed
46523960 ms ; SW2 ;has been pressed
46524340 ms ; SW2 ;has been pressed
46524462 ms ; SW2 ;has been pressed
46525054 ms ; SW1 ;has been pressed
46525722 ms ; SW1 ;has been pressed
46526980 ms ; SW1 ;has been pressed
46527357 ms ; SW4 ;has been pressed
46527479 ms ; SW4 ;has been pressed
46527726 ms ; SW2 ;has been pressed
46528224 ms ; SW2 ;has been pressed
46530123 ms ; SW2 ;has been pressed
46530245 ms ; SW2 ;has been pressed
46530926 ms ; SW3 ;has been pressed
46534984 ms ; SW2 ;has been pressed
46535109 ms ; SW2 ;has been pressed
46535867 ms ; SW3 ;has been pressed
46536215 ms ; SW3 ;has been pressed
46536538 ms ; SW1 ;has been pressed
46536717 ms ; SW4 ;has been pressed
46536968 ms ; SW2 ;has been pressed
46537861 ms ; SW2 ;has been pressed
46538269 ms ; SW2 ;has been pressed
46538425 ms ; SW2 ;has been pressed
46539156 ms ; SW4 ;has been pressed
46539177 ms ; SW1 ;has been pressed
46539497 ms ; SW1 ;has been pressed
46539518 ms ; SW4 ;has been pressed
46539740 ms ; SW1 ;has been pressed
46539835 ms ; SW4 ;has been pressed
46546007 ms ; SW1 ;has been pressed
46546323 ms ; SW1 ;has been pressed
46546526 ms ; SW1 ;has been pressed
46567123 ms ; SW3 ;has been pressed
46567514 ms ; SW3 ;has been pressed
46567818 ms ; SW3 ;has been pressed
46568127 ms ; SW3 ;has been pressed
46569756 ms ; SW2 ;has been pressed
46570246 ms ; SW2 ;has been pressed
46570456 ms ; SW2 ;has been pressed
46570634 ms ; SW2 ;has been pressed
46570826 ms ; SW2 ;has been pressed
46570996 ms ; SW2 ;has been pressed
46571348 ms ; SW1 ;has been pressed
46577310 ms ; SW3 ;has been pressed
46578749 ms ; SW3 ;has been pressed
46614071 ms ; SW3 ;has been pressed and the led UV has activate
46646539 ms ; SW4 ;has been pressed
46646941 ms ; SW4 ;has been pressed
46648516 ms ; SW3 ;has been pressed
46650357 ms ; SW3 ;has been pressed
46653636 ms ; SW3 ;has been pressed
46744797 ms ; SW4 ;has been pressed and the led UV has activate
47642799 ms ; SW1 ;has been pressed and the led UV has activate
47650277 ms ; SW1 ;has been pressed
47665208 ms ; SW2 ;has been pressed
47665417 ms ; SW2 ;has been pressed
47665942 ms ; SW1 ;has been pressed
47667689 ms ; SW3 ;has been pressed
47668232 ms ; SW4 ;has been pressed
48069715 ms ; SW2 ;has been pressed and the led UV has activate
48071114 ms ; SW2 ;has been pressed
48072354 ms ; SW3 ;has been pressed
48073733 ms ; SW4 ;has been pressed
48260410 ms ; SW3 ;has been pressed and the led UV has activate
48261711 ms ; SW3 ;has been pressed
48262346 ms ; SW3 ;has been pressed
48262707 ms ; SW2 ;has been pressed
48263144 ms ; SW2 ;has been pressed
48263523 ms ; SW3 ;has been pressed
48264009 ms ; SW3 ;has been pressed
48268441 ms ; SW3 ;has been pressed
48272919 ms ; SW1 ;has been pressed
48273585 ms ; SW2 ;has been pressed
48274091 ms ; SW1 ;has been pressed
48274627 ms ; SW3 ;has been pressed
48275474 ms ; SW4 ;has been pressed
48275495 ms ; SW1 ;has been pressed
48275517 ms ; SW2 ;has been pressed
48275587 ms ; SW3 ;has been pressed
48277848 ms ; SW4 ;has been pressed
48277869 ms ; SW3 ;has been pressed
48279592 ms ; SW3 ;has been pressed
48279930 ms ; SW3 ;has been pressed
48280242 ms ; SW3 ;has been pressed
48280549 ms ; SW3 ;has been pressed
48280968 ms ; SW3 ;has been pressed
48282624 ms ; SW3 ;has been pressed
48338819 ms ; SW3 ;has been pressed
48339853 ms ; SW3 ;has been pressed
48341649 ms ; SW1 ;has been pressed
48341947 ms ; SW1 ;has been pressed
48342155 ms ; SW1 ;has been pressed
48342390 ms ; SW1 ;has been pressed
48342608 ms ; SW1 ;has been pressed
48342825 ms ; SW1 ;has been pressed
48343033 ms ; SW1 ;has been pressed
48343259 ms ; SW1 ;has been pressed
48343474 ms ; SW1 ;has been pressed
48343709 ms ; SW1 ;has been pressed
48345253 ms ; SW1 ;has been pressed
